EventId,EventTemplate,Occurrences
85,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=<*>> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*>> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""<*>""> errors=<*> >",1
86,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*>.,20
87,Error returned from iconservicesagent: (<*>),13
88,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>,8
89,"SecOSStatusWith error:[<*>] Error Domain=NSOSStatusErrorDomain Code=<*> ""<*>"" (paramErr: error in user parameter list) UserInfo={NSDescription=<*>}",5
90,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,26
91,WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,1
92,"com.apple.ical.sync.x-coredata:<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",1
93,"device_generate_desktop_screenshot: authw 0x<*>), shield 0x<*>)",3
94,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [<*>].],5
95,"NETWORK: requery, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",17
96,Previous sleep cause: <*>,15
97,Wake reason: RTC (Alarm),5
98,<*>::prePCIWake - power up complete - took <*>,15
99,network changed: v4(<*>) v6(<*>) DNS! Proxy SMB,7
100,hibernate_page_list_setall found pageCount <*>,2
101,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,2
102,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>,1
103,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""<*>"" using engine <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""<*>""> errors=<*> >",1
104,<*> <*> | I | VoipWrapper | DAVEngineImpl.cpp:<*>:Close       | close video chat. llFriendUIN = <*>.,4
105,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",6
106,Bluetooth -- LE is supported - Disable LE meta event,11
107,<*> : Discoverable mode changed to Off,2
108,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,18
109,Captive: CNPluginHandler <*>: Authenticated,7
110,ARPT: <*>: wl0: setup_keepalive: Local IP: <*>,4
111,TBT W (<*>): 0x<*> [<*>],4
112,network changed: <*>,4
113,ASL Sender Statistics,9
114,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '<*>' with process id: <*>,1
115,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.",2
116,<*> ksfetch[<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: https:<*> }) to folder:<*>,2
117,"Path not allowed in target domain: type = pid, path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>",15
118,[<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,4
119,[<*>] itemasync_SetProperty signalled err=<*> (<*>) (invalidated) at /<*> line <*>,5
120,KeychainGetICDPStatus: keychain: <*>,14
121,host connection <*> connection from pid <*> invalidated,1
122,Error in CoreDragRemoveReceiveHandler: <*>,1
123,ARPT: <*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,9
124,"ARPT: <*>: IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*>,",3
125,Captive: CNPluginHandler <*>: Inactive,4
126,in6_unlink_ifa: IPv6 address <*> has no prefix,9
127,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=0x<*> {Error Domain=kCFErrorDomainCFNetwork Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",2
128,"device_generate_lock_screen_screenshot: authw 0x<*>, <*>, <*>, <*>] shield 0x<*>), dev [<*>]",3
129,<*> ksfetch[<*>] [lvl=<*>] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,3
130,[<*>] FigAgglomeratorSetObjectForKey signalled err=<*> (kFigStringConformerError_ParamErr) (<*> key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line <*>,11
131,<*> : BTLE scanner Powered Off,4
132,"<*> <*> <*> Error <*>Domain=NSURLErrorDomain Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x<*> {Error Domain=kCFErrorDomainCFNetwork Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*> NSErrorFailingURLKey=<*> _kCFStreamErrorCodeKey=<*> _kCFStreamErrorDomainKey=<*> NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*> NSErrorFailingURLKey=<*> _kCFStreamErrorDomainKey=<*> _kCFStreamErrorCodeKey=<*> NSLocalizedDescription=The Internet connection appears to be offline.}",4
133,ARPT: <*>: AQM agg params <*> maxlen hi/lo <*> <*> minlen <*> adjlen <*>,7
134,Received Capture Event,15
135,Sandbox: <*>) deny(<*>) mach-lookup <*>,4
136,[<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,23
137,sigio_handler: sigio_handler_active != <*>,5
138,############################## _getSysMsgList,10
139,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
140,Wake reason: ?,2
141,<*> : Scanning mode <*>,7
142,<*> : BTLE scanning stopped,2
143,wake time set +<*> s,1
144,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
145,wake time set <*>,2
146,AppleCamIn::handleWakeEvent_gated,15
147,<*> : Purged contact hashes,2
148,<*> : BTLE scanning started,2
149,"IOPMrootDomain: idle cancel, state <*>",3
150,ARPT: <*>: ARPT: Wake Reason: Wake on TCP Timeout,2
151,"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wire <*>, wireinit <*>",2
152,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,2
153,enabling pid=<*> for plug-in <*>) <*> /<*>,1
154,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=<*>> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*>> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""<*>""> errors=<*> >",1
155,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,1
156,[<*>] itemasync_CopyProperty signalled err=<*> (<*>) (invalidated) at <*> line <*>,4
157,"Opened file <*>, size <*>, extents <*>, maxio <*> ssd <*>",3
158,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>",4
159,"Unexpected payload found for message <*>, dataLen <*>",2
160,CCFile::captureLog,17
161,en0: Supported channels <*>,4
162,ARPT: <*>: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,12
163,Internal name did not resolve to internal address!,1
164,Service exited with abnormal code: <*>,1
165,Central manager is not powered on,1
166,"CCFile::captureLogRun Skipping current file Dir file [<*>, Current File [<*>",31
167,"CCFile::copyFile fileName is [<*>]-io80211Family-<*>.pcapng, source path:<*>211Family<*>]-io80211Family-<*>.pcapng, dest path:<*>211Family/[<*>]=AssocFail:sts:<*>_rsn:0<*>]-io80211Family-<*>.pcapng",2
168,ARPT: <*>: framerdy 0x0 bmccmd <*> framecnt <*>,8
169,<IMMacNotificationCenterManager: <*>>:  DND Enabled: <*>,3
170,<*> : Starting AirDrop server for user <*> on wake,2
171,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,8
172,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> <*>. to complete, <*> reads >= <*> sec.",3
173,network changed: v4(<*>) v6(<*>) DNS Proxy SMB,1
174,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
175,"CCFile::copyFile fileName is [<*>]-AirPortBrcm4360_Logs-<*>.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[<*>]-AirPortBrcm4360_Logs-<*>.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[<*>]=AuthFail:sts:5_rsn:0/DriverLogs//[<*>]-AirPortBrcm4360_Logs-<*>.txt",3
176,"CCLogTap::profileRemoved, Owner: <*>, Name: <*>",3
177,network changed: v6(<*>) DNS- Proxy-,2
178,ARPT: <*>: wlc_dump_aggfifo:,6
179,[<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.,2
180,doSaveChannels@<*>: Will write to: <*>,6
181,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Network is unreachable,1
182,__<*>-[NETClientConnection evaluateCrazyIvan<*>]_block_invoke CI<*> - Hit by torpedo! NeteaseMusic.<*> tc<*> <*>,1
183,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*> Error Domain=NSURLErrorDomain Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=0x<*> {Error Domain=kCFErrorDomainCFNetwork Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",1
184,hibernate image path: <*>,2
185,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,2
186,"hibernate_machine_init pagesDone <*> sum2 <*>, time: <*> ms, disk(0x<*>) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s",2
187,ASSERTION FAILED: <*> != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,4
188,hibernate_machine_init reading,2
189,assertion failed: <*>: <*> + <*> [<*>]: 0x<*>,3
190,jemmytest,10
191,hibernate_setup(<*>) took <*> ms,2
192,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x<*> -- 0x<*> -- 0x<*> ****,2
193,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,1
194,hciControllerOnline; HID devices? <*>,1
195,INIT -- Host controller is published,2
196,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>",3
197,BuildActDeviceEntry exit,2
198,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>,",1
199,Wake reason: ARPT (Network),3
200,AppleActuatorHIDEventDriver: message service is terminated,1
201,"CCFile::captureLog Received Capture notice id: <*>, reason = DeauthInd:sts:<*>_rsn:<*>",1
202,payload Data <*> <*>,1
203,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,2
204,"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>",1
205,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
206,"CCFile::copyFile fileName is [<*>]-io80211Family-<*>.pcapng, source path:<*>211Family<*>211AWDLPeerManager//[<*>]-io80211Family-<*>.pcapng, dest path:<*>211Family/[<*>]=AuthFail:sts:<*>_rsn:0<*>211AWDLPeerManager//[<*>]-io80211Family-<*>.pcapng",7
207,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,1
208,BuildActDeviceEntry enter,2
209,(ImportBailout.Error:<*>) Asked to exit for Diskarb,1
210,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:0x<*> path=<*>> url=<*> creationDate=<*> ticketVersion=<*> > )} Using server: <KSOmahaServer:0x<*> engine=<KSUpdateEngine:0x<*>> >,1
211,KeychainGetICDPStatus: status: <*>,8
212,"CCFile::copyFile fileName is [<*>]-CCIOReporter-<*>.xml, source path:<*>0211Family/OneStats//[<*>]-CCIOReporter-<*>.xml, dest path:<*>0211Family/[<*>]=AuthFail:sts:5_rsn:0/OneStats//[<*>]-CCIOReporter-<*>.xml",1
213,ARPT: <*>: AirPort_Brcm43xx::powerChange: System Sleep,17
214,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,1
215,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",10
216,Checking iCDP status for DSID <*> (checkWithServer=<*>),1
217,network changed: v4(<*>) v6(<*>) DNS- Proxy-,1
218,<*> GoogleSoftwareUpdateAgent[<*>/0<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '<*>' with the requirement '<*>',1
219,<*> ksfetch[<*>] [lvl=<*>] main() ksfetch done fetching.,1
220,network changed: v4(<*>) DNS+ Proxy+ SMB,1
221,-[SOAPParser:0x<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for <*> (t:<*>),4
222,"CCFile::captureLog Received Capture notice id: <*>, reason = AssocFail:sts:<*>_rsn:<*>",3
223,extension <*> -> (null),1
224,"[Accounts] Current connection, <NSXPCConnection: <*>> connection from pid <*>, doesn't have account access.",2
225,"[Accounts] Failed to update account with identifier <*>, error: Error Domain=ABAddressBookErrorDomain Code=<*> ""(null)""",2
226,Session <*> created,1
227,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""<*>""",3
228,kern_open_file_for_direct_io took <*> ms,1
229,CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,3
230,Peripheral manager is not powered on,3
231,"PM response took <*> ms (<*>, WeChat)",1
232,Cocoa scripting error for '<*>': four character codes must be four characters long.,71
233,.sdef warning for argument '<*>' of command 'can continue previous list' in suite 'Microsoft Word Suite': '<*>' is not a valid type name.,1
234,objc[<*>]: Class TSUAtomicLRUCache is implemented in both <*> and <*>. One of the two will be used. Which one is undefined.,1
235,Invalidating watch set.,1
236,objc[<*>]: Class TSUCustomFormatData is implemented in both <*> and <*>. One of the two will be used. Which one is undefined.,1
237,<*> : Started generating hashes,1
238,-<*> is deprecated for NSScrollWheel. Please use -<*>.,2
239,[<*>] (Fig) signalled err=<*>,1
240,[<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - <*> (msRequestTimeout -1),1
241,Failed to stop a scan - central is not powered on: <*>,1
242,Wake reason: EC.SleepTimer (SleepTimer),1
243,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x<*> ****,3
244,"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",2
245,vm_compressor_fastwake_warmup (<*> <*>) - starting,1
246,<IMMacNotificationCenterManager: <*>>: Updating enabled: <*> (Topics: ( <*>)),2
247,<*> ksfetch[<*>] [lvl=<*>] main() Fetcher received a request: <NSMutableURLRequest: 0x<*>> { URL: https:<*> },1
248,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
249,<IMMacNotificationCenterManager: <*>>: notification observer: <*>  notification: <*> {name = <*>},1
250,CCProfileMonitor::freeResources done,1
251,<IMMacNotificationCenterManager: <*>>:  NC Disabled: <*>,5
252,Daemon connection invalidated!,1
253,"CCFile::copyFile fileName is [<*>]-CCIOReporter-<*>.xml, source path:<*>211Family/OneStats//[<*>]-CCIOReporter-<*>.xml, dest path:<*>211Family/[<*>]=AuthFail:sts:<*>_rsn:<*>/OneStats//[<*>]-CCIOReporter-<*>.xml",6
254,"ARPT: <*>: IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",2
255,IOHibernatePollerOpen(<*>),2
256,"hibernate_machine_init: state <*>, image pages <*>, sum was <*>, imageSize <*>, image1Size <*>, conflictCount <*>, nextFree <*>",1
257,hibernate_rebuild completed - took <*> msecs,1
258,AppleActuatorDevice::stop Entered,1
259,AppleActuatorDevice::start Entered,1
260,"bitmap_size 0x<*>, previewSize 0x<*>, writing <*> pages @ 0x<*>",2
261,"CCFile::captureLog Received Capture notice id: <*>, reason = RoamFail:sts:<*>_rsn:<*>",1
262,en0: manual intervention required!,1
263,"DB Error: <*> ""no such table: tb_c2cMsg_<*>""",3
264,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher <*> from URL: ""<*>""",3
265,"arp_client_transmit(<*>) failed, Network is down (<*>)",1
266,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> tc<*> <*>,5
267,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,2
268,"booter start at <*> ms smc <*> ms, [<*>, <*>, <*>] total <*> ms, dsply <*>, <*> ms, tramp <*> ms",1
269,"hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( ""<*>"" )",1
270,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*>ms ****,1
271,AppleActuatorHIDEventDriver: stop,2
272,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0x<*> ****,2
273,AppleActuatorDeviceUserClient::start Entered,1
274,<*> ksfetch[<*>] [lvl=<*>] main() Fetcher is exiting.,1
275,"Google Chrome He[<*>] triggered unnest of range 0x<*>->0x<*> of DYLD shared region in VM map 0x<*>. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
276,hibernate_page_list_setall(preflight <*>) start,1
277,hibernate_page_list_setall time: <*> ms,1
278,IOPolledFilePollersOpen(<*>) <*>,1
279,hibernate_teardown completed - discarded <*>,1
280,AppleActuatorDeviceUserClient::stop Entered,1
281,[IOBluetoothHostController::setConfigState] calling registerService,1
282,[HID] [MT] AppleMultitouchDevice::start entered,1
